IsPanel	Description	Gene	Lookup_Transcript	Reported_Transcript
0	NA	CCDC85A	NM_001080433.1	NM_001080433
0	NA	CCDC85B	NM_006848.2	NM_006848
0	NA	CCDC85C	NM_001144995.1	NM_001144995
0	NA	CCDC86	NM_024098.3	NM_024098
0	NA	CCDC87	NM_018219.2	NM_018219
0	NA	CCDC88A	NM_001135597.1	NM_001135597
0	NA	CCDC88B	NM_032251.5	NM_032251
0	NA	CCDC88C	NM_001080414.3	NM_001080414
0	NA	CCDC89	NM_152723.1	NM_152723
0	NA	CCDC9	NM_015603.2	NM_015603
0	NA	CCDC90A	NM_001031713.3	NM_001031713
0	NA	CCDC90B	NM_021825.3	NM_021825
0	NA	CCDC91	NM_018318.3	NM_018318
0	NA	CCDC92	NM_025140.1	NM_025140
0	NA	CCDC93	NM_019044.4	NM_019044
0	NA	CCDC94	NM_018074.4	NM_018074
0	NA	CCDC96	NM_153376.2	NM_153376
0	NA	CCDC97	NM_052848.1	NM_052848
0	NA	CCHCR1	NM_019052.3	NM_019052
0	NA	CCIN	NM_005893.2	NM_005893
0	NA	CCK	NM_001174138.1	NM_001174138
0	NA	CCKAR	NM_000730.2	NM_000730
0	NA	CCKBR	NM_176875.3	NM_176875
0	NA	CCL1	NM_002981.2	NM_002981
0	NA	CCL11	NM_002986.2	NM_002986
0	NA	CCL13	NM_005408.2	NM_005408
0	NA	CCL14	NM_032962.4	NM_032962
0	NA	CCL15	NM_032965.4	NM_032965
0	NA	CCL16	NM_004590.2	NM_004590
0	NA	CCL17	NM_002987.2	NM_002987
0	NA	CCL18	NM_002988.2	NM_002988
0	NA	CCL19	NM_006274.2	NM_006274
0	NA	CCL2	NM_002982.3	NM_002982
0	NA	CCL20	NM_004591.2	NM_004591
0	NA	CCL21	NM_002989.3	NM_002989
0	NA	CCL22	NM_002990.4	NM_002990
0	NA	CCL23	NM_005064.4	NM_005064
0	NA	CCL24	NM_002991.2	NM_002991
0	NA	CCL25	NM_005624.3	NM_005624
0	NA	CCL26	NM_006072.4	NM_006072
0	NA	CCL27	NM_006664.2	NM_006664
0	NA	CCL28	NM_148672.2	NM_148672
0	NA	CCL3	NM_002983.2	NM_002983
0	NA	CCL3L1	NM_021006.4	NM_021006
0	NA	CCL4	NM_002984.2	NM_002984
0	NA	CCL4L2	NM_207007.2	NM_207007
0	NA	CCL5	NM_002985.2	NM_002985
0	NA	CCL7	NM_006273.3	NM_006273
0	NA	CCL8	NM_005623.2	NM_005623
0	NA	CCM2	NM_031443.3	NM_031443
0	NA	CCNA1	NM_003914.3	NM_003914
0	NA	CCNA2	NM_001237.3	NM_001237
0	NA	CCNB1	NM_031966.3	NM_031966
0	NA	CCNB1IP1	NM_182849.2	NM_182849
0	NA	CCNB2	NM_004701.3	NM_004701
0	NA	CCNB3	NM_033031.2	NM_033031
0	NA	CCNC	NM_005190.3	NM_005190
0	NA	CCNDBP1	NM_012142.4	NM_012142
0	NA	CCNE2	NM_057749.2	NM_057749
0	NA	CCNF	NM_001761.2	NM_001761
0	NA	CCNG1	NM_199246.1	NM_199246
0	NA	CCNG2	NM_004354.2	NM_004354
0	NA	CCNH	NM_001239.3	NM_001239
0	NA	CCNI	NM_006835.2	NM_006835
0	NA	CCNI2	NM_001039780.2	NM_001039780
0	NA	CCNJ	NM_001134375.1	NM_001134375
0	NA	CCNJL	NM_024565.5	NM_024565
0	NA	CCNK	NM_001099402.1	NM_001099402
0	NA	CCNL1	NM_020307.2	NM_020307
0	NA	CCNL2	NM_030937.4	NM_030937
0	NA	CCNO	NM_021147.3	NM_021147
0	NA	CCNT1	NM_001240.3	NM_001240
0	NA	CCNT2	NM_058241.2	NM_058241
0	NA	CCNY	NM_145012.4	NM_145012
0	NA	CCNYL1	NM_001142300.1	NM_001142300
0	NA	CCP110	NM_001199022.1	NM_001199022
0	NA	CCPG1	NM_001204450.1	NM_001204450
0	NA	CCR1	NM_001295.2	NM_001295
0	NA	CCR10	NM_016602.2	NM_016602
0	NA	CCR2	NM_001123396.1	NM_001123396
0	NA	CCR3	NM_178328.1	NM_178328
0	NA	CCR4	NM_005508.4	NM_005508
0	NA	CCR5	NM_001100168.1	NM_001100168
0	NA	CCR6	NM_004367.5	NM_004367
0	NA	CCR7	NM_001838.3	NM_001838
0	NA	CCR8	NM_005201.3	NM_005201
0	NA	CCR9	NM_031200.2	NM_031200
0	NA	CCRL1	NM_016557.3	NM_016557
0	NA	CCRL2	NM_003965.4	NM_003965
0	NA	CCRN4L	NM_012118.3	NM_012118
0	NA	CCS	NM_005125.1	NM_005125
0	NA	CCT2	NM_006431.2	NM_006431
0	NA	CCT3	NM_005998.4	NM_005998
0	NA	CCT4	NM_006430.3	NM_006430
0	NA	CCT5	NM_012073.3	NM_012073
0	NA	CCT6A	NM_001762.3	NM_001762
0	NA	CCT6B	NM_006584.3	NM_006584
0	NA	CCT7	NM_006429.3	NM_006429
0	NA	CCT8	NM_006585.2	NM_006585
0	NA	CCT8L2	NM_014406.4	NM_014406
0	NA	CCZ1	NM_015622.5	NM_015622
0	NA	CCZ1B	NM_198097.3	NM_198097
0	NA	CD101	NM_004258.5	NM_004258
0	NA	CD109	NM_133493.3	NM_133493
0	NA	CD14	NM_000591.3	NM_000591
0	NA	CD151	NM_001039490.1	NM_001039490
0	NA	CD160	NM_007053.3	NM_007053
0	NA	CD163	NM_004244.5	NM_004244
0	NA	CD163L1	NM_174941.4	NM_174941
0	NA	CD164	NM_006016.4	NM_006016
0	NA	CD164L2	NM_207397.2	NM_207397
0	NA	CD177	NM_020406.2	NM_020406
0	NA	CD180	NM_005582.2	NM_005582
0	NA	CD19	NM_001178098.1	NM_001178098
0	NA	CD1A	NM_001763.2	NM_001763
0	NA	CD1B	NM_001764.2	NM_001764
0	NA	CD1C	NM_001765.2	NM_001765
0	NA	CD1D	NM_001766.3	NM_001766
0	NA	CD1E	NM_030893.3	NM_030893
0	NA	CD2	NM_001767.3	NM_001767
0	NA	CD200	NM_001004196.2	NM_001004196
0	NA	CD200R1	NM_170780.2	NM_170780
0	NA	CD200R1L	NM_001008784.2	NM_001008784
0	NA	CD207	NM_015717.3	NM_015717
0	NA	CD209	NM_021155.3	NM_021155
0	NA	CD22	NM_001771.3	NM_001771
0	NA	CD226	NM_006566.2	NM_006566
0	NA	CD24	NM_013230.2	NM_013230
0	NA	CD244	NM_001166663.1	NM_001166663
0	NA	CD247	NM_198053.2	NM_198053
0	NA	CD248	NM_020404.2	NM_020404
0	NA	CD27	NM_001242.4	NM_001242
0	NA	CD28	NM_006139.3	NM_006139
0	NA	CD2AP	NM_012120.2	NM_012120
0	NA	CD2BP2	NM_006110.2	NM_006110
0	NA	CD300A	NM_007261.3	NM_007261
0	NA	CD300C	NM_006678.4	NM_006678
0	NA	CD300E	NM_181449.2	NM_181449
0	NA	CD300LB	NM_174892.3	NM_174892
0	NA	CD300LD	NM_001115152.1	NM_001115152
0	NA	CD300LF	NM_139018.3	NM_139018
0	NA	CD300LG	NM_145273.3	NM_145273
0	NA	CD320	NM_016579.3	NM_016579
0	NA	CD33	NM_001772.3	NM_001772
0	NA	CD34	NM_001025109.1	NM_001025109
0	NA	CD36	NM_001127443.1	NM_001127443
0	NA	CD37	NM_001774.2	NM_001774
0	NA	CD38	NM_001775.2	NM_001775
0	NA	CD3D	NM_000732.4	NM_000732
0	NA	CD3E	NM_000733.3	NM_000733
0	NA	CD3EAP	NM_012099.1	NM_012099
0	NA	CD3G	NM_000073.2	NM_000073
0	NA	CD4	NM_000616.4	NM_000616
0	NA	CD40	NM_001250.4	NM_001250
0	NA	CD40LG	NM_000074.2	NM_000074
0	NA	CD44	NM_000610.3	NM_000610
0	NA	CD46	NM_172359.2	NM_172359
0	NA	CD47	NM_001777.3	NM_001777
0	NA	CD48	NM_001778.3	NM_001778
0	NA	CD5	NM_014207.3	NM_014207
0	NA	CD52	NM_001803.2	NM_001803
0	NA	CD53	NM_001040033.1	NM_001040033
0	NA	CD55	NM_001114752.1	NM_001114752
0	NA	CD58	NM_001779.2	NM_001779
0	NA	CD59	NM_001127223.1	NM_001127223
0	NA	CD5L	NM_005894.2	NM_005894
0	NA	CD6	NM_006725.4	NM_006725
0	NA	CD63	NM_001780.5	NM_001780
0	NA	CD68	NM_001251.2	NM_001251
0	NA	CD69	NM_001781.2	NM_001781
0	NA	CD7	NM_006137.6	NM_006137
0	NA	CD70	NM_001252.3	NM_001252
0	NA	CD72	NM_001782.2	NM_001782
0	NA	CD80	NM_005191.3	NM_005191
0	NA	CD81	NM_004356.3	NM_004356
0	NA	CD82	NM_002231.3	NM_002231
0	NA	CD83	NM_004233.3	NM_004233
0	NA	CD84	NM_001184879.1	NM_001184879
0	NA	CD86	NM_175862.4	NM_175862
0	NA	CD8A	NM_171827.3	NM_171827
0	NA	CD8B	NM_172213.3	NM_172213
0	NA	CD9	NM_001769.3	NM_001769
0	NA	CD93	NM_012072.3	NM_012072
0	NA	CD96	NM_005816.4	NM_005816
0	NA	CD97	NM_078481.3	NM_078481
0	NA	CD99	NM_002414.3	NM_002414
0	NA	CD99L2	NM_001242614.1	NM_001242614
0	NA	CDA	NM_001785.2	NM_001785
0	NA	CDADC1	NM_030911.3	NM_030911
0	NA	CDAN1	NM_138477.2	NM_138477
0	NA	CDC123	NM_006023.2	NM_006023
0	NA	CDC14A	NM_033312.2	NM_033312
0	NA	CDC14B	NM_033331.2	NM_033331
0	NA	CDC16	NM_001078645.1	NM_001078645
0	NA	CDC20	NM_001255.2	NM_001255
0	NA	CDC20B	NM_001170402.1	NM_001170402
0	NA	CDC23	NM_004661.3	NM_004661
0	NA	CDC25A	NM_001789.2	NM_001789
0	NA	CDC25B	NM_021873.2	NM_021873
0	NA	CDC25C	NM_001790.3	NM_001790
0	NA	CDC26	NM_139286.3	NM_139286
0	NA	CDC27	NM_001114091.1	NM_001114091
0	NA	CDC34	NM_004359.1	NM_004359
0	NA	CDC37	NM_007065.3	NM_007065
0	NA	CDC37L1	NM_017913.2	NM_017913
0	NA	CDC40	NM_015891.2	NM_015891
0	NA	CDC42BPA	NM_003607.3	NM_003607
0	NA	CDC42BPB	NM_006035.3	NM_006035
0	NA	CDC42BPG	NM_017525.2	NM_017525
0	NA	CDC42EP1	NM_152243.2	NM_152243
0	NA	CDC42EP2	NM_006779.3	NM_006779
0	NA	CDC42EP3	NM_006449.4	NM_006449
0	NA	CDC42EP4	NM_012121.4	NM_012121
0	NA	CDC42EP5	NM_145057.2	NM_145057
0	NA	CDC42SE1	NM_020239.3	NM_020239
0	NA	CDC42SE2	NM_001038702.1	NM_001038702
0	NA	CDC45	NM_003504.4	NM_003504
0	NA	CDC5L	NM_001253.3	NM_001253
0	NA	CDC6	NM_001254.3	NM_001254
0	NA	CDC7	NM_001134419.1	NM_001134419
0	NA	CDCA2	NM_152562.2	NM_152562
0	NA	CDCA3	NM_031299.4	NM_031299
0	NA	CDCA4	NM_017955.3	NM_017955
0	NA	CDCA5	NM_080668.3	NM_080668
0	NA	CDCA7	NM_031942.4	NM_031942
0	NA	CDCA7L	NM_018719.4	NM_018719
0	NA	CDCA8	NM_018101.3	NM_018101
0	NA	CDCP1	NM_022842.4	NM_022842
0	NA	CDCP2	NM_201546.3	NM_201546
0	NA	CDH10	NM_006727.3	NM_006727
0	NA	CDH11	NM_001797.2	NM_001797
0	NA	CDH12	NM_004061.3	NM_004061
0	NA	CDH13	NM_001220488.1	NM_001220488
0	NA	CDH15	NM_004933.2	NM_004933
0	NA	CDH16	NM_004062.3	NM_004062
0	NA	CDH17	NM_004063.3	NM_004063
0	NA	CDH18	NM_004934.3	NM_004934
0	NA	CDH19	NM_021153.3	NM_021153
0	NA	CDH2	NM_001792.3	NM_001792
0	NA	CDH20	NM_031891.2	NM_031891
0	NA	CDH22	NM_021248.2	NM_021248
0	NA	CDH23	NM_022124.5	NM_022124
0	NA	CDH24	NM_144985.3	NM_144985
0	NA	CDH26	NM_177980.2	NM_177980
0	NA	CDH3	NM_001793.4	NM_001793
0	NA	CDH4	NM_001794.3	NM_001794
0	NA	CDH5	NM_001795.3	NM_001795
0	NA	CDH6	NM_004932.3	NM_004932
0	NA	CDH7	NM_033646.1	NM_033646
0	NA	CDH8	NM_001796.4	NM_001796
0	NA	CDH9	NM_016279.3	NM_016279
0	NA	CDHR1	NM_033100.3	NM_033100
0	NA	CDHR2	NM_017675.4	NM_017675
0	NA	CDHR3	NM_152750.4	NM_152750
0	NA	CDHR4	NM_001007540.2	NM_001007540
0	NA	CDHR5	NM_021924.4	NM_021924
0	NA	CDIPT	NM_006319.3	NM_006319
0	NA	CDK1	NM_001786.4	NM_001786
0	NA	CDK10	NM_052988.4	NM_052988
0	NA	CDK11B	NM_033486.1	NM_033486
0	NA	CDK13	NM_003718.4	NM_003718
0	NA	CDK14	NM_012395.2	NM_012395
0	NA	CDK15	NM_139158.2	NM_139158
0	NA	CDK16	NM_001170460.1	NM_001170460
0	NA	CDK17	NM_001170464.2	NM_001170464
0	NA	CDK18	NM_212502.2	NM_212502
0	NA	CDK19	NM_015076.3	NM_015076
0	NA	CDK2	NM_001798.3	NM_001798
0	NA	CDK20	NM_001039803.2	NM_001039803
0	NA	CDK2AP1	NM_004642.3	NM_004642
0	NA	CDK2AP2	NM_005851.4	NM_005851
0	NA	CDK3	NM_001258.2	NM_001258
0	NA	CDK5	NM_004935.3	NM_004935
0	NA	CDK5R1	NM_003885.2	NM_003885
0	NA	CDK5R2	NM_003936.4	NM_003936
0	NA	CDK5RAP1	NM_016408.3	NM_016408
0	NA	CDK5RAP2	NM_018249.5	NM_018249
0	NA	CDK5RAP3	NM_176096.2	NM_176096
0	NA	CDK7	NM_001799.3	NM_001799
0	NA	CDK9	NM_001261.3	NM_001261
0	NA	CDKAL1	NM_017774.3	NM_017774
0	NA	CDKL1	NM_004196.3	NM_004196
0	NA	CDKL2	NM_003948.3	NM_003948
0	NA	CDKL3	NM_001113575.1	NM_001113575
0	NA	CDKL4	NM_001009565.1	NM_001009565
0	NA	CDKL5	NM_003159.2	NM_003159
0	NA	CDKN1C	NM_000076.2	NM_000076
0	NA	CDKN2AIP	NM_017632.2	NM_017632
0	NA	CDKN2AIPNL	NM_080656.2	NM_080656
0	NA	CDKN2D	NM_001800.3	NM_001800
0	NA	CDKN3	NM_005192.3	NM_005192
0	NA	CDNF	NM_001029954.2	NM_001029954
0	NA	CDO1	NM_001801.2	NM_001801
0	NA	CDON	NM_001243597.1	NM_001243597
0	NA	CDR1	NM_004065.2	NM_004065
0	NA	CDR2	NM_001802.1	NM_001802
0	NA	CDR2L	NM_014603.2	NM_014603
0	NA	CDRT1	NM_006382.3	NM_006382
0	NA	CDRT15	NM_001007530.1	NM_001007530
0	NA	CDRT15L2	NM_001190790.1	NM_001190790
0	NA	CDRT4	NM_001204477.1	NM_001204477
0	NA	CDS1	NM_001263.3	NM_001263
0	NA	CDS2	NM_003818.3	NM_003818
0	NA	CDSN	NM_001264.4	NM_001264
0	NA	CDT1	NM_030928.3	NM_030928
0	NA	CDV3	NM_017548.4	NM_017548
0	NA	CDX1	NM_001804.2	NM_001804
0	NA	CDX2	NM_001265.4	NM_001265
0	NA	CDX4	NM_005193.1	NM_005193
0	NA	CDY1	NM_004680.2	NM_004680
0	NA	CDY2A	NM_004825.2	NM_004825
0	NA	CDY2B	NM_001001722.1	NM_001001722
0	NA	CDYL	NM_004824.3	NM_004824
0	NA	CDYL2	NM_152342.2	NM_152342
0	NA	CEACAM1	NM_001712.4	NM_001712
0	NA	CEACAM16	NM_001039213.2	NM_001039213
0	NA	CEACAM18	NM_001080405	NM_001080405
0	NA	CEACAM19	NM_001127893.1	NM_001127893
0	NA	CEACAM20	NM_001102600	NM_001102600
0	NA	CEACAM21	NM_001098506.1	NM_001098506
0	NA	CEACAM3	NM_001815.3	NM_001815
0	NA	CEACAM4	NM_001817.2	NM_001817
0	NA	CEACAM5	NM_004363.2	NM_004363
0	NA	CEACAM6	NM_002483.4	NM_002483
0	NA	CEACAM7	NM_006890.3	NM_006890
0	NA	CEACAM8	NM_001816.3	NM_001816
0	NA	CEBPB	NM_005194.3	NM_005194
0	NA	CEBPD	NM_005195.3	NM_005195
0	NA	CEBPE	NM_001805.3	NM_001805
0	NA	CEBPG	NM_001252296.1	NM_001252296
0	NA	CEBPZ	NM_005760.2	NM_005760
0	NA	CECR1	NM_017424.2	NM_017424
0	NA	CECR2	NM_031413.3	NM_031413
0	NA	CECR5	NM_033070.2	NM_033070
0	NA	CECR6	NM_031890.3	NM_031890
0	NA	CEL	NM_001807.4	NM_001807
0	NA	CELA1	NM_001971.5	NM_001971
0	NA	CELA2A	NM_033440.2	NM_033440
0	NA	CELA2B	NM_015849.2	NM_015849
0	NA	CELA3B	NM_007352.2	NM_007352
0	NA	CELF1	NM_001025596.2	NM_001025596
0	NA	CELF2	NM_006561.3	NM_006561
0	NA	CELF3	NM_007185.4	NM_007185
0	NA	CELF4	NM_020180.3	NM_020180
0	NA	CELF5	NM_021938.3	NM_021938
0	NA	CELF6	NM_052840.4	NM_052840
0	NA	CELSR1	NM_014246.1	NM_014246
0	NA	CELSR2	NM_001408.2	NM_001408
0	NA	CELSR3	NM_001407.2	NM_001407
0	NA	CEMP1	NM_001048212.3	NM_001048212
0	NA	CEND1	NM_016564.3	NM_016564
0	NA	CENPB	NM_001810.5	NM_001810
0	NA	CENPBD1	NM_145039.3	NM_145039
0	NA	CENPC1	NM_001812.2	NM_001812
0	NA	CENPE	NM_001813.2	NM_001813
0	NA	CENPF	NM_016343.3	NM_016343
0	NA	CENPH	NM_022909.3	NM_022909
0	NA	CENPI	NM_006733.2	NM_006733
0	NA	CENPJ	NM_018451.4	NM_018451
0	NA	CENPK	NM_022145.4	NM_022145
0	NA	CENPL	NM_001171182.1	NM_001171182
0	NA	CENPM	NM_024053.3	NM_024053
0	NA	CENPN	NM_001100624.2	NM_001100624
0	NA	CENPO	NM_024322.2	NM_024322
0	NA	CENPP	NM_001012267.1	NM_001012267
0	NA	CENPQ	NM_018132.3	NM_018132
0	NA	CENPT	NM_025082.3	NM_025082
0	NA	CENPV	NM_181716.2	NM_181716
0	NA	CENPW	NM_001012507.2	NM_001012507
0	NA	CEP104	NM_014704.3	NM_014704
0	NA	CEP112	NM_145036.3	NM_145036
0	NA	CEP120	NM_153223.3	NM_153223
0	NA	CEP128	NM_152446.3	NM_152446
0	NA	CEP135	NM_025009.4	NM_025009
0	NA	CEP152	NM_001194998.1	NM_001194998
0	NA	CEP164	NM_014956.4	NM_014956
0	NA	CEP170	NM_014812.2	NM_014812
0	NA	CEP19	NM_032898.3	NM_032898
0	NA	CEP192	NM_032142.3	NM_032142
0	NA	CEP250	NM_007186.3	NM_007186
0	NA	CEP290	NM_025114.3	NM_025114
0	NA	CEP350	NM_014810.4	NM_014810
0	NA	CEP41	NM_018718.2	NM_018718
0	NA	CEP44	NM_001145314.1	NM_001145314
0	NA	CEP55	NM_001127182.1	NM_001127182
0	NA	CEP57	NM_014679.4	NM_014679
0	NA	CEP57L1	NM_173830.4	NM_173830
0	NA	CEP63	NM_025180.3	NM_025180
0	NA	CEP68	NM_015147.2	NM_015147
0	NA	CEP70	NM_024491.2	NM_024491
0	NA	CEP72	NM_018140.3	NM_018140
0	NA	CEP76	NM_024899.3	NM_024899
0	NA	CEP78	NM_032171.1	NM_032171
0	NA	CEP85	NM_022778.3	NM_022778
0	NA	CEP85L	NM_001178035.1	NM_001178035
0	NA	CEP89	NM_032816.3	NM_032816
0	NA	CEP95	NM_138363.1	NM_138363
0	NA	CEP97	NM_024548.2	NM_024548
0	NA	CEPT1	NM_001007794.1	NM_001007794
0	NA	CER1	NM_005454.2	NM_005454
0	NA	CERCAM	NM_016174.4	NM_016174
0	NA	CERK	NM_022766.5	NM_022766
0	NA	CERKL	NM_201548.4	NM_201548
0	NA	CERS1	NM_198207.2	NM_198207
0	NA	CERS2	NM_022075.4	NM_022075
0	NA	CERS3	NM_178842.3	NM_178842
0	NA	CERS4	NM_024552.2	NM_024552
0	NA	CERS5	NM_147190.2	NM_147190
0	NA	CERS6	NM_203463.2	NM_203463
0	NA	CES1	NM_001025195.1	NM_001025195
0	NA	CES2	NM_003869.5	NM_003869
0	NA	CES3	NM_024922.5	NM_024922
0	NA	CES4A	NM_173815.6	NM_173815
0	NA	CES5A	NM_001190158.1	NM_001190158
0	NA	CETN1	NM_004066.1	NM_004066
0	NA	CETN2	NM_004344.1	NM_004344
0	NA	CETN3	NM_004365.2	NM_004365
0	NA	CETP	NM_000078.2	NM_000078
0	NA	CFB	NM_001710.5	NM_001710
0	NA	CFC1	NM_032545.3	NM_032545
0	NA	CFC1B	NM_001079530.1	NM_001079530
0	NA	CFD	NM_001928.2	NM_001928
0	NA	CFDP1	NM_006324.2	NM_006324
0	NA	CFH	NM_000186.3	NM_000186
0	NA	CFHR1	NM_002113.2	NM_002113
0	NA	CFHR2	NM_005666.2	NM_005666
0	NA	CFHR5	NM_030787.3	NM_030787
0	NA	CFI	NM_000204.3	NM_000204
0	NA	CFL1	NM_005507.2	NM_005507
0	NA	CFL2	NM_138638.4	NM_138638
0	NA	CFLAR	NM_003879.5	NM_003879
0	NA	CFP	NM_002621.2	NM_002621
0	NA	CFTR	NM_000492.3	NM_000492
0	NA	CGA	NM_001252383	NM_001252383
0	NA	CGB	NM_000737.3	NM_000737
0	NA	CGB1	NM_033377.1	NM_033377
0	NA	CGB2	NM_033378.1	NM_033378
0	NA	CGB5	NM_033043.1	NM_033043
0	NA	CGB8	NM_033183.2	NM_033183
0	NA	CGGBP1	NM_003663.3	NM_003663
0	NA	CGN	NM_020770.2	NM_020770
0	NA	CGNL1	NM_032866.4	NM_032866
0	NA	CGREF1	NM_001166239.1	NM_001166239
0	NA	CGRRF1	NM_006568.2	NM_006568
0	NA	CH25H	NM_003956.3	NM_003956
0	NA	CHAC1	NM_024111.3	NM_024111
0	NA	CHAC2	NM_001008708.2	NM_001008708
0	NA	CHAD	NM_001267.2	NM_001267
0	NA	CHADL	NM_138481.1	NM_138481
0	NA	CHAF1A	NM_005483.2	NM_005483
0	NA	CHAF1B	NM_005441.2	NM_005441
0	NA	CHAMP1	NM_001164144.1	NM_001164144
0	NA	CHAT	NM_020549.4	NM_020549
0	NA	CHCHD1	NM_203298.2	NM_203298
0	NA	CHCHD10	NM_213720.1	NM_213720
0	NA	CHCHD2	NM_016139.2	NM_016139
0	NA	CHCHD3	NM_017812.2	NM_017812
0	NA	CHCHD4	NM_001098502.1	NM_001098502
0	NA	CHCHD5	NM_032309.2	NM_032309
0	NA	CHCHD6	NM_032343.2	NM_032343
0	NA	CHCHD7	NM_001011668.1	NM_001011668
0	NA	CHD1	NM_001270.2	NM_001270
0	NA	CHD1L	NM_004284.4	NM_004284
0	NA	CHD2	NM_001271.3	NM_001271
0	NA	CHD3	NM_001005271.2	NM_001005271
0	NA	CHD4	NM_001273.2	NM_001273
0	NA	CHD5	NM_015557.2	NM_015557
0	NA	CHD6	NM_032221.4	NM_032221
0	NA	CHD7	NM_017780.3	NM_017780
0	NA	CHD8	NM_001170629.1	NM_001170629
0	NA	CHD9	NM_025134.4	NM_025134
0	NA	CHDH	NM_018397.4	NM_018397
0	NA	CHERP	NM_006387.5	NM_006387
0	NA	CHFR	NM_001161344.1	NM_001161344
0	NA	CHGA	NM_001275.3	NM_001275
0	NA	CHGB	NM_001819.2	NM_001819
0	NA	CHI3L1	NM_001276.2	NM_001276
0	NA	CHI3L2	NM_004000.2	NM_004000
0	NA	CHIA	NM_201653.3	NM_201653
0	NA	CHIC1	NM_001039840.2	NM_001039840
0	NA	CHIC2	NM_012110.3	NM_012110
0	NA	CHID1	NM_023947.3	NM_023947
0	NA	CHIT1	NM_003465.2	NM_003465
0	NA	CHKA	NM_001277.2	NM_001277
0	NA	CHKB	NM_005198.4	NM_005198
0	NA	CHL1	NM_006614.3	NM_006614
0	NA	CHM	NM_000390.2	NM_000390
0	NA	CHML	NM_001821.3	NM_001821
0	NA	CHMP1A	NM_002768.4	NM_002768
0	NA	CHMP1B	NM_020412.4	NM_020412
0	NA	CHMP2A	NM_014453.2	NM_014453
0	NA	CHMP2B	NM_014043.3	NM_014043
0	NA	CHMP4B	NM_176812.4	NM_176812
0	NA	CHMP4C	NM_152284.3	NM_152284
0	NA	CHMP5	NM_016410.5	NM_016410
0	NA	CHMP6	NM_024591.4	NM_024591
0	NA	CHMP7	NM_152272.3	NM_152272
0	NA	CHN1	NM_001822.5	NM_001822
0	NA	CHN2	NM_004067.2	NM_004067
0	NA	CHODL	NM_024944.2	NM_024944
0	NA	CHORDC1	NM_012124.2	NM_012124
0	NA	CHP2	NM_022097.3	NM_022097
0	NA	CHPF	NM_024536.5	NM_024536
0	NA	CHPF2	NM_019015.1	NM_019015
0	NA	CHPT1	NM_020244.2	NM_020244
0	NA	CHRAC1	NM_017444.5	NM_017444
0	NA	CHRD	NM_003741.2	NM_003741
0	NA	CHRDL1	NM_145234.3	NM_145234
0	NA	CHRDL2	NM_015424.4	NM_015424
0	NA	CHRFAM7A	NM_139320.1	NM_139320
0	NA	CHRM1	NM_000738.2	NM_000738
0	NA	CHRM2	NM_001006632.1	NM_001006632
0	NA	CHRM3	NM_000740.2	NM_000740
0	NA	CHRM4	NM_000741.2	NM_000741
0	NA	CHRM5	NM_012125.3	NM_012125
0	NA	CHRNA1	NM_000079.3	NM_000079
0	NA	CHRNA10	NM_020402.2	NM_020402
0	NA	CHRNA2	NM_000742.3	NM_000742
0	NA	CHRNA3	NM_000743.4	NM_000743
0	NA	CHRNA4	NM_000744.6	NM_000744
0	NA	CHRNA5	NM_000745.3	NM_000745
0	NA	CHRNA6	NM_004198.3	NM_004198
0	NA	CHRNA7	NM_001190455.2	NM_001190455
0	NA	CHRNA9	NM_017581.3	NM_017581
0	NA	CHRNB1	NM_000747.2	NM_000747
0	NA	CHRNB2	NM_000748.2	NM_000748
0	NA	CHRNB3	NM_000749.3	NM_000749
0	NA	CHRNB4	NM_000750.3	NM_000750
0	NA	CHRND	NM_000751.2	NM_000751
0	NA	CHRNE	NM_000080.3	NM_000080
0	NA	CHRNG	NM_005199.4	NM_005199
0	NA	CHST1	NM_003654.5	NM_003654
0	NA	CHST10	NM_004854.4	NM_004854
0	NA	CHST11	NM_018413.5	NM_018413
0	NA	CHST12	NM_001243795.1	NM_001243795
0	NA	CHST13	NM_152889.2	NM_152889
0	NA	CHST14	NM_130468.3	NM_130468
0	NA	CHST15	NM_015892.4	NM_015892
0	NA	CHST2	NM_004267.4	NM_004267
0	NA	CHST3	NM_004273.4	NM_004273
0	NA	CHST4	NM_001166395.1	NM_001166395
0	NA	CHST5	NM_024533.4	NM_024533
0	NA	CHST6	NM_021615.4	NM_021615
0	NA	CHST7	NM_019886.2	NM_019886
0	NA	CHST8	NM_001127896.1	NM_001127896
0	NA	CHST9	NM_031422.5	NM_031422
0	NA	CHSY1	NM_014918.4	NM_014918
0	NA	CHSY3	NM_175856.4	NM_175856
0	NA	CHTF18	NM_022092.2	NM_022092
0	NA	CHTF8	NM_001040146.3	NM_001040146
0	NA	CHTOP	NM_001206612.1	NM_001206612
0	NA	CHUK	NM_001278.3	NM_001278
0	NA	CHURC1-FNTB	NM_001202559.1	NM_001202559
0	NA	CIAO1	NM_004804.2	NM_004804
0	NA	CIAPIN1	NM_020313.2	NM_020313
0	NA	CIB1	NM_006384.3	NM_006384
0	NA	CIB2	NM_006383.3	NM_006383
0	NA	CIB3	NM_054113.2	NM_054113
0	NA	CIB4	NM_001029881.1	NM_001029881
0	NA	CIDEA	NM_001279.3	NM_001279
0	NA	CIDEB	NM_014430.2	NM_014430
0	NA	CIDEC	NM_001199623.1	NM_001199623
0	NA	CIITA	NM_000246.3	NM_000246
